source,source_date,raw_mention,activity_id,match_type,mention_date,discipline,split
dpr_day_03.txt,2026-04-01,"Establish emergency muster points and wind socks, 3 nos out of 4 complete so far, as of 30/03/2026",HSE-SGN-1044,exact,2026-03-30,hse,train
dpr_day_03.txt,2026-04-01,"Safety signage and barricading, phase 1 work fronts taken up at site",HSE-SGN-1043,exact,,hse,train
dpr_day_03.txt,2026-04-01,First aid administered for a minor hand laceration at the fab shed,NO_MATCH,no_match,,,train
dpr_day_03.txt,2026-04-01,"Behavioural safety observation cards collected, 34 this week",NO_MATCH,no_match,,,test
dpr_day_04.txt,2026-04-20,"Anchor bolts and template, flare stack FST-1301, tag FST-1301 — completed on 11 Apr 2026",CIV-FDN-1127,exact,2026-04-11,civil,test
dpr_day_04.txt,2026-04-20,"Lay and compact WMM course, — this is the 0-160 one, 49% done",CIV-RDS-1012,near_miss,,civil,test
dpr_day_04.txt,2026-04-20,"PCC blinding course, V-1101/V-1201 foundations, Unit 1 — 129 of 210 m2 done, as of 19 Apr",CIV-FDN-1101,exact,2026-04-19,civil,train
dpr_day_04.txt,2026-04-20,"Mobilised for Gate installation, main and emergency exits",CIV-FNC-1033,exact,,civil,train
dpr_day_04.txt,2026-04-20,"Ring wall foundation, storage tank TK-2101 (TK-2101) held up, awaiting client RFI clearance",CIV-FDN-1150,exact,,civil,train
dpr_day_04.txt,2026-04-20,"Oil-water separator pit civil works, the oily water sewer stopped, material shortage at store",CIV-FDN-1153,exact,,civil,dev
dpr_day_04.txt,2026-04-20,"Lay and compact WMM course, — this is the 160-320 one, 85% done",CIV-RDS-1013,near_miss,,civil,train
dpr_day_04.txt,2026-04-20,"Annular plate leveling and grout bed, TK-2101, tag TK-2101 held up, awaiting client RFI clearance",CIV-FDN-1151,exact,,civil,train
dpr_day_04.txt,2026-04-20,"Reinforcement and concreting, glycol contactor foundation the separator vessel is done and signed off",CIV-FDN-1107,exact,,civil,test
dpr_day_04.txt,2026-04-20,"Granular sub-base and WMM laying, internal road Unit 1 — completed on 15 Apr",CIV-RDS-1011,exact,2026-04-15,civil,train
dpr_day_04.txt,2026-04-20,"7-day wet cure, the separator vessel foundation ongoing",CIV-FDN-1118,exact,,civil,test
dpr_day_04.txt,2026-04-20,"Trenching for firewater ring main 10""-P-1602-B1A, Unit 1 and manifold completed",PIP-UGS-1170,exact,,piping,train
dpr_day_04.txt,2026-04-20,"Firewater hydrant and monitor bases, ring main the ten inch line ongoing",PIP-UGS-1175,exact,,piping,train
dpr_day_04.txt,2026-04-20,"Lay and joint GRP firewater main the ten inch line in progress, 355 of 480 m achieved",PIP-UGS-1171,exact,,piping,test
dpr_day_04.txt,2026-04-20,"Backfill and compaction, firewater trench 10""-P-1602-B1A in progress, 374 of 480 m achieved",PIP-UGS-1174,exact,,piping,dev
dpr_day_04.txt,2026-04-20,"Shop assemble flare stack sections, the flare stack, 11 of 22 mt complete so far, as of today",STA-FLR-1220,exact,2026-04-20,static_equipment,test
dpr_day_04.txt,2026-04-20,"Set flare knockout drum V-1401, tag V-1401 — completed on 22/04/2026",STA-FLR-1222,exact,2026-04-22,static_equipment,train
dpr_day_04.txt,2026-04-20,"Client PMC walkdown carried out, observations noted in the log",NO_MATCH,no_match,,,dev
dpr_day_04.txt,2026-04-20,"Provision of an extra fire extinguisher rack at the workshop, VO raised",NO_MATCH,no_match,,,train
dpr_day_04.txt,2026-04-20,Material reconciliation meeting held with the client store,NO_MATCH,no_match,,,test
dpr_day_05.txt,2026-05-02,"Dyke wall construction, tank farm bund ongoing",CIV-FDN-1154,exact,,civil,dev
dpr_day_05.txt,2026-05-02,"Sleeper and column footings, pipe, 2 portion only, balance still open",CIV-FDN-1166,near_miss,,civil,test
dpr_day_05.txt,2026-05-02,"7-day wet cure, separator foundation V-1101, tag V-1101 — closed out this week",CIV-FDN-1104,exact,,civil,train
dpr_day_05.txt,2026-05-02,"Sleeper and column footings, pipe rack Module 3 — completed on 4 May",CIV-FDN-1167,exact,2026-05-04,civil,train
dpr_day_05.txt,2026-05-02,"Kerbing around wellhead cellars, Unit 1 — completed on 4 May",CIV-FDN-1111,exact,2026-05-04,civil,dev
dpr_day_05.txt,2026-05-02,"Crew deployed on Test separator plinth V-2201, Unit 2, tag V-2201",CIV-FDN-1120,exact,,civil,train
dpr_day_05.txt,2026-05-02,"Wellhead plinth concreting, WHP-1101 and WHP-1102 — 25 of 36 m3 done",CIV-FDN-1110,exact,,civil,train
dpr_day_05.txt,2026-05-02,"Ring wall foundation, storage tank TK-2102, tag TK-2102 completed 25 Apr 2026",CIV-FDN-1152,exact,2026-04-25,civil,train
dpr_day_05.txt,2026-05-02,"Shuttering and concreting M25, separator foundation V-1101 (V-1101) — completed on 02/05/2026",CIV-FDN-1103,exact,2026-05-02,civil,train
dpr_day_05.txt,2026-05-02,"Reinforcement fabrication and placement, separator foundation vessel in progress, 7 of 12.5 mt achieved",CIV-FDN-1102,exact,,civil,dev
dpr_day_05.txt,2026-05-02,"Fencing, approach road stretch started this morning",CIV-FNC-1052,exact,,civil,test
dpr_day_05.txt,2026-05-02,"Control building foundation and plinth, substation ongoing",CIV-FDN-1160,exact,,civil,train
dpr_day_05.txt,2026-05-02,"Reinforcement fabrication and placement, separator, foundation, pour, the portion only, balance still open",CIV-FDN-1117,near_miss,,civil,train
dpr_day_05.txt,2026-05-02,"Chamber and catch pit construction, OWS outfall, finished 23 Apr, JMR raised",PIP-UGS-1156,exact,2026-04-23,piping,train
dpr_day_05.txt,2026-05-02,"Erect flare header riser, the flare stack to tip — completed on 2026-05-04",PIP-ERC-1331,exact,2026-05-04,piping,train
dpr_day_05.txt,2026-05-02,"Set wellhead control panel skid, Unit 2, finished 2026-04-24, JMR raised",STA-SET-1212,exact,2026-04-24,static_equipment,train
dpr_day_05.txt,2026-05-02,Rig and set separator V-2101 (V-2101) closed out 05/May/2026,STA-SET-1210,exact,2026-05-05,static_equipment,train
dpr_day_05.txt,2026-05-02,"Set test separator V-2201, Unit 2, tag V-2201, 1 nos out of 1 complete so far",STA-SET-1211,exact,,static_equipment,train
dpr_day_05.txt,2026-05-02,Load and fit internals and progressing at the vessel location as of 30 Apr,STA-INT-1214,near_miss,2026-04-30,static_equipment,train
dpr_day_05.txt,2026-05-02,"Set production manifold header assemblies, Unit 1, 16""-P-1002-A1A tie-ins stopped, material shortage at store",STA-SET-1204,exact,,static_equipment,train
dpr_day_05.txt,2026-05-02,"Install flare tip ignition panel and pilot lines (FST-1301) — progress slow, 69% only",STA-FLR-1224,exact,,static_equipment,train
dpr_day_05.txt,2026-05-02,"Lightning mast and down conductors, flare area started 5 May",EL-GRD-1379,exact,2026-05-05,electrical,train
dpr_day_05.txt,2026-05-02,Alcohol breathalyser checks carried out at the main gate,NO_MATCH,no_match,,,train
dpr_day_05.txt,2026-05-02,"Heavy rainfall from 1400 hrs, all work fronts stopped for the day",NO_MATCH,no_match,,,test
dpr_day_06.txt,2026-05-16,"Transformer plinths and cable trenches, T-1 and T-2 — completed on 11/May/2026",CIV-FDN-1162,exact,2026-05-11,civil,dev
dpr_day_06.txt,2026-05-16,"Cable trench with precast covers, Unit 1 to substation held up, awaiting client RFI clearance",CIV-UGS-1180,exact,,civil,dev
dpr_day_06.txt,2026-05-16,"Non-shrink grouting, separator skid base, ring portion only, balance still open",CIV-FDN-1109,near_miss,,civil,dev
dpr_day_06.txt,2026-05-16,"Anchor bolt setting, separator skid V-1101 (V-1101), 6 nos out of 12 complete so far",CIV-FDN-1105,exact,,civil,train
dpr_day_06.txt,2026-05-16,"V-1101 — Non-shrink grouting, separator skid base ring V-1101 started 15/May/2026",CIV-FDN-1106,exact,2026-05-15,civil,test
dpr_day_06.txt,2026-05-16,"Control building blockwork and roofing in progress, 92 of 145 m2 achieved",CIV-BLD-1161,exact,,civil,dev
dpr_day_06.txt,2026-05-16,"Set air receiver V-2301, utilities area (V-2301) under way at the work front",STA-SET-1215,exact,,static_equipment,test
dpr_day_06.txt,2026-05-16,"Crew deployed on Alignment check and coupling, compressor PK-2401 to receiver (PK-2401)",STA-MCH-1217,exact,,static_equipment,dev
dpr_day_06.txt,2026-05-16,"Internal floating roof assembly, the storage tank, 7 of 9 mt complete so far",STA-TNK-1235,exact,,static_equipment,train
dpr_day_06.txt,2026-05-16,"Tank shell erection, courses 1-3, progressing at the and roof, location as of 13/05/2026",STA-TNK-1234,near_miss,2026-05-13,static_equipment,train
dpr_day_06.txt,2026-05-16,"PK-2401 — Set instrument air compressors, package PK-2401 is done and signed off",STA-MCH-1216,exact,,static_equipment,dev
dpr_day_06.txt,2026-05-16,"Field welds, Unit 1 manifold spools, welds 1-12 held up, awaiting client RFI clearance",STA-WLD-1205,exact,,static_equipment,train
dpr_day_06.txt,2026-05-16,"Fit internals and demisters, the, Load portion only, balance still open",STA-INT-1213,near_miss,,static_equipment,train
dpr_day_06.txt,2026-05-16,"Install flare tip and molecular seal, the flare stack — completed on 5 May",STA-FLR-1223,exact,2026-05-05,static_equipment,train
dpr_day_06.txt,2026-05-16,"Install wellhead flowline risers, WHP-1101 and WHP-1102, 1 nos out of 2 complete so far, as of 2026-05-14",STA-SET-1206,exact,2026-05-14,static_equipment,test
dpr_day_06.txt,2026-05-16,"Earth grid and earthing pits, site-wide completed 19 May",EL-GRD-1378,exact,2026-05-19,electrical,test
dpr_day_06.txt,2026-05-16,"Fuel tanker delayed at Numaligarh, expected tomorrow",NO_MATCH,no_match,,,train
dpr_day_06.txt,2026-05-16,Additional cable route survey requested for future Unit 3 tie-in,NO_MATCH,no_match,,,dev
dpr_day_06.txt,2026-05-16,Emergency contact list updated on all notice boards,NO_MATCH,no_match,,,train
dpr_day_07.txt,2026-05-30,"Cable trench with precast covers, Unit 2 to substation in progress, 60 of 190 m achieved, as of 28 May. baaki kal karenge",CIV-UGS-1181,exact,2026-05-28,civil,train
dpr_day_07.txt,2026-05-30,"trench sand bedding and protection tiles, cable routes in progress, 282 of 400 m achieved",CIV-UGS-1182,exact,,civil,test
dpr_day_07.txt,2026-05-30,"Cable trench with precast covers, Unit 1 to substation in progress, 177 of 210 m achieved",CIV-UGS-1180,exact,,civil,train
dpr_day_07.txt,2026-05-30,control building blockwork and roofing — closed out this week,CIV-BLD-1161,exact,,civil,train
dpr_day_07.txt,2026-05-30,"Potable water line 2""-P-2303-C5B, control building started 28 May. material ka issue tha",PIP-ERC-1353,exact,2026-05-28,piping,train
dpr_day_07.txt,2026-05-30,"crew deployed on shell courses 1-2, tank tk-2101 (tk-2101)",STA-TNK-1231,exact,,static_equipment,train
dpr_day_07.txt,2026-05-30,"tank shell erection, courses 1-3, tk-2101 (tk-2101) delayed by 3 days, crane availability. kaam chalu hai",STA-TNK-1230,exact,,static_equipment,test
dpr_day_07.txt,2026-05-30,"crew deployed on shell course 3 and wind girder, tk-2101, tag tk-2101",STA-TNK-1232,exact,,static_equipment,test
dpr_day_07.txt,2026-05-30,"Alignment check, P-1401A/B couplings, tag P-1401A in progress, 1 nos out of 2 achieved. material ka issue tha",STA-MCH-1241,exact,,static_equipment,train
dpr_day_07.txt,2026-05-30,"Motor mounting and bolt torque, P-1401A/B (P-1401A) stopped, material shortage at store. kaam chalu hai",STA-MCH-1242,exact,,static_equipment,dev
dpr_day_07.txt,2026-05-30,"Set crude transfer the pumps and, 1 nos out of 2 complete so far",STA-MCH-1240,exact,,static_equipment,train
dpr_day_07.txt,2026-05-30,"alignment check and coupling, compressor pk-2401 to receiver, tag pk-2401 ongoing. labour kam tha aaj",STA-MCH-1217,exact,,static_equipment,train
dpr_day_07.txt,2026-05-30,"Internal floating roof assembly, the storage tank held up, awaiting client RFI clearance. kaam chalu hai",STA-TNK-1235,exact,,static_equipment,test
dpr_day_07.txt,2026-05-30,"area lighting poles and floodlights, wellhead u1/u2 closed out 27 may",EL-LTG-1380,exact,2026-05-27,electrical,test
dpr_day_07.txt,2026-05-30,"Earth grid and earthing pits, site-wide completed 2026-05-25",EL-GRD-1378,exact,2026-05-25,electrical,train
dpr_day_07.txt,2026-05-30,"Near miss reported: dropped spanner at the rack, no injury",NO_MATCH,no_match,,,train
dpr_day_07.txt,2026-05-30,Manpower histogram updated and circulated to the planning cell,NO_MATCH,no_match,,,dev
dpr_day_08.txt,2026-06-11,Work front opened for Control building blockwork and roofing on 10 Jun,CIV-BLD-1161,exact,2026-06-10,civil,dev
dpr_day_08.txt,2026-06-11,"Install tank dewatering lines 3""-P-2104-C5B held up, awaiting client RFI clearance",PIP-ERC-1343,exact,,piping,train
dpr_day_08.txt,2026-06-11,"Erect rack steel, Module 2 (Ch 40-80) — completed on 2026-06-15",PIP-ERC-1301,exact,2026-06-15,piping,train
dpr_day_08.txt,2026-06-11,"Erect rack steel, Module 2, multi-tier 1 0-40) portion only, balance still open",PIP-ERC-1300,near_miss,,piping,train
dpr_day_08.txt,2026-06-11,"Potable water the two inch line, control building in progress, 51 of 65 m achieved",PIP-ERC-1353,exact,,piping,train
dpr_day_08.txt,2026-06-11,"TK-2101 — Tank roof structure and fittings, TK-2101, 8 of 14 mt complete so far",STA-TNK-1233,exact,,static_equipment,train
dpr_day_08.txt,2026-06-11,"Rig and set vertical separator V-1101 on foundation, tag V-1101 — progress slow, 32% only",STA-SET-1201,exact,,static_equipment,train
dpr_day_08.txt,2026-06-11,"Set fuel gas skid, utilities plinth U1 ongoing",STA-SET-1207,exact,,static_equipment,train
dpr_day_08.txt,2026-06-11,"Receive and stage the separator vessel, transport from laydown completed 8 Jun",STA-SET-1200,exact,2026-06-08,static_equipment,train
dpr_day_08.txt,2026-06-11,"Work front opened for Plumb, alignment and bolt torque, the separator vessel on 11 Jun 2026",STA-SET-1202,exact,2026-06-11,static_equipment,train
dpr_day_08.txt,2026-06-11,"Tank nozzles and manways fitting, the storage tank and in progress, 10 nos out of 18 achieved",STA-TNK-1236,exact,,static_equipment,train
dpr_day_08.txt,2026-06-11,"Monorail and davit erection, separator platforms — 1 nos out of 1 done",STA-SET-1244,exact,,static_equipment,dev
dpr_day_08.txt,2026-06-11,Rig and set glycol contactor the separator vessel under way at the work front,STA-SET-1203,exact,,static_equipment,dev
dpr_day_08.txt,2026-06-11,"Tank shell erection, courses 1-3,, 1-2, portion only, balance still open",STA-TNK-1231,near_miss,,static_equipment,train
dpr_day_08.txt,2026-06-11,"Tank shell erection, courses 1-3, TK-2101, tag TK-2101, 39 of 46 mt complete so far, as of 10 Jun",STA-TNK-1230,exact,2026-06-10,static_equipment,train
dpr_day_08.txt,2026-06-11,"Crew deployed on Motor mounting and bolt torque, P-1401A/B (P-1401A)",STA-MCH-1242,exact,,static_equipment,train
dpr_day_08.txt,2026-06-11,"Shell course 3 and wind girder, TK-2101 (TK-2101) under way at the work front",STA-TNK-1232,exact,,static_equipment,train
dpr_day_08.txt,2026-06-11,"Install cable tray and risers, substation building completed 10/Jun/2026",EL-TRK-1370,exact,2026-06-10,electrical,test
dpr_day_08.txt,2026-06-11,"Area lighting poles and floodlights, wellhead U1/U2, 16 nos out of 22 complete so far",EL-LTG-1380,exact,,electrical,train
dpr_day_08.txt,2026-06-11,Store bin cards updated after physical verification,NO_MATCH,no_match,,,test
dpr_day_08.txt,2026-06-11,Diesel consumption reconciliation for the month completed,NO_MATCH,no_match,,,train
dpr_day_09.txt,2026-06-22,"Rack cross bracing and kicker supports, full run in progress, 5 nos out of 14 achieved",PIP-ERC-1303,exact,,piping,train
dpr_day_09.txt,2026-06-22,"Pipe rack erection, crude header, Unit 2 to tank farm ongoing",PIP-ERC-1304,exact,,piping,test
dpr_day_09.txt,2026-06-22,"Erect rack steel, Module 2, 3 80-110) portion only, balance still open",PIP-ERC-1302,near_miss,,piping,train
dpr_day_09.txt,2026-06-22,"Rack erection, Module 3 tier 1, flare header the eighteen inch line and utility lines, finished 24/Jun/2026, JMR raised",PIP-ERC-1305,exact,2026-06-24,piping,test
dpr_day_09.txt,2026-06-22,"Erect multi-tier rack steel, Module 1 (Ch 0-40) started this morning",PIP-ERC-1300,exact,,piping,train
dpr_day_09.txt,2026-06-22,"Erect rack steel, Module 2 (Ch 40-80) — 15 of 33 mt done",PIP-ERC-1301,exact,,piping,train
dpr_day_09.txt,2026-06-22,"Install tank dewatering lines the three inch line held up, awaiting client RFI clearance",PIP-ERC-1343,exact,,piping,train
dpr_day_09.txt,2026-06-22,"Set fuel gas skid, utilities plinth U1 — closed out this week",STA-SET-1207,exact,,static_equipment,test
dpr_day_09.txt,2026-06-22,"Tank nozzles and manways fitting, TK-2101 and TK-2102, 14 nos out of 18 complete so far",STA-TNK-1236,exact,,static_equipment,test
dpr_day_09.txt,2026-06-22,"Plumb, alignment and bolt torque, V-1101, tag V-1101, 1 nos out of 1 complete so far, as of 20 Jun",STA-SET-1202,exact,2026-06-20,static_equipment,dev
dpr_day_09.txt,2026-06-22,V-1201 — Rig and set glycol contactor V-1201 — completed on 15 Jun,STA-SET-1203,exact,2026-06-15,static_equipment,dev
dpr_day_09.txt,2026-06-22,"Tank roof structure and fittings, the storage tank — 7 of 14 mt done",STA-TNK-1233,exact,,static_equipment,train
dpr_day_09.txt,2026-06-22,Rig and set vertical the separator vessel on foundation closed out 11/Jun/2026,STA-SET-1201,exact,2026-06-11,static_equipment,train
dpr_day_09.txt,2026-06-22,"Monorail and davit erection, separator platforms is done and signed off",STA-SET-1244,exact,,static_equipment,dev
dpr_day_09.txt,2026-06-22,"Install cable tray and risers, substation building — completed on 11 Jun",EL-TRK-1370,exact,2026-06-11,electrical,train
dpr_day_09.txt,2026-06-22,"Install level transmitters transmitter to the level transmitter, separators in progress, 4 nos out of 6 achieved",INS-FIT-1392,exact,,instrumentation,test
dpr_day_09.txt,2026-06-22,Site flooded near the south fence after the Brahmaputra rose,NO_MATCH,no_match,,,test
dpr_day_09.txt,2026-06-22,Rebar cutting and bending yard relocated to the east side,NO_MATCH,no_match,,,train
dpr_day_10.txt,2026-07-06,"Chemical injection piping 1""-P-2501-A6A, skids to injection points closed out 4 Jul",PIP-ERC-1354,exact,2026-07-04,piping,train
dpr_day_10.txt,2026-07-06,"Erect rack steel, Module 2, 3 80-110) portion only, balance still open",PIP-ERC-1302,near_miss,,piping,train
dpr_day_10.txt,2026-07-06,"Rack erection, Module 3 tier 1, flare header the eighteen inch line and utility lines under way at the work front",PIP-ERC-1305,exact,,piping,train
dpr_day_10.txt,2026-07-06,"Rack cross bracing and kicker supports, full run, 9 nos out of 14 complete so far, as of 6 Jul 2026",PIP-ERC-1303,exact,2026-07-06,piping,dev
dpr_day_10.txt,2026-07-06,"Set chemical injection skids the unit and, wellhead U1/U2, finished 2026-07-02, JMR raised",STA-SET-1243,exact,2026-07-02,static_equipment,train
dpr_day_10.txt,2026-07-06,"Pull LV power cables, wellhead panel WHCP-2101 feeders, Unit 2, tag WHCP-2101 ongoing",EL-CBL-1377,exact,,electrical,train
dpr_day_10.txt,2026-07-06,"Install cable tray ladder 600 mm, rack tier 3 — 124 of 210 m done, as of today",EL-TRK-1360,exact,2026-07-06,electrical,dev
dpr_day_10.txt,2026-07-06,"Install cable tray 450 mm, rack tier 3, Unit 2 stretch — progress slow, 53% only",EL-TRK-1361,exact,,electrical,train
dpr_day_10.txt,2026-07-06,"Install instrument cable tray 300 mm, rack tier 2 started this morning",INS-TRK-1363,exact,,instrumentation,test
dpr_day_10.txt,2026-07-06,"PPE stock replenished, 120 helmets received",NO_MATCH,no_match,,,train
dpr_day_10.txt,2026-07-06,"Idle time recorded for the piling rig, awaiting client decision",NO_MATCH,no_match,,,train
dpr_day_10.txt,2026-07-06,Ground water table encountered higher than the soil report indicated,NO_MATCH,no_match,,,train
dpr_day_11.txt,2026-07-21,"Nitrogen line 3""-P-2302-A6A, package to header ongoing",PIP-ERC-1351,exact,,piping,dev
dpr_day_11.txt,2026-07-21,"Instrument air header the two inch line, rack to Unit 2, finished 2026-07-22, JMR raised",PIP-ERC-1350,exact,2026-07-22,piping,dev
dpr_day_11.txt,2026-07-21,"Chemical injection piping 1""-P-2501-A6A, skids to injection points, finished 07/07/2026, JMR raised",PIP-ERC-1354,exact,2026-07-07,piping,train
dpr_day_11.txt,2026-07-21,"CS-2501 — Set chemical injection skids CS-2501 and CS-2502, wellhead U1/U2 delayed by 2 days, crane availability",STA-SET-1243,exact,,static_equipment,test
dpr_day_11.txt,2026-07-21,"Set and terminate the transformer, 11/0.433 kV — 1 nos out of 1 done",EL-TRF-1372,exact,,electrical,train
dpr_day_11.txt,2026-07-21,"Install MCC panels and switchboard, substation room, finished 17 Jul, JMR raised",EL-SWB-1373,exact,2026-07-17,electrical,train
dpr_day_11.txt,2026-07-21,"Glanding and termination, LV panels, substation held up, awaiting client RFI clearance",EL-CBL-1382,exact,,electrical,dev
dpr_day_11.txt,2026-07-21,"Core termination and lacing, MCC-1 and MCC-2 completed 2026-08-05",EL-CBL-1384,exact,2026-08-05,electrical,train
