source,source_date,raw_mention,activity_id,match_type,mention_date,discipline,split,near_miss_kind,missing_discriminator,confusable_with,drift_kind
drift_bench_v1,2026-06-14,Monorail beam and davit put up on the separator platform,STA-SET-1244,terminology_drift,,static_equipment,test,,,,paraphrase
drift_bench_v1,2026-06-09,"Rack steel work started, multi-tier structure at Module 1",PIP-ERC-1300,terminology_drift,,piping,test,,,PIP-ERC-1301|PIP-ERC-1302,paraphrase
drift_bench_v1,2026-06-16,Module 2 rack structure erected between Ch 40 and 80,PIP-ERC-1301,terminology_drift,,piping,test,,,PIP-ERC-1300|PIP-ERC-1302,sibling_hard
drift_bench_v1,2026-06-23,Third module rack columns and beams up,PIP-ERC-1302,terminology_drift,,piping,test,,,PIP-ERC-1300|PIP-ERC-1301,sibling_hard
drift_bench_v1,2026-06-27,Bracing and kicker supports fixed along the full rack run,PIP-ERC-1303,terminology_drift,,piping,test,,,,paraphrase
drift_bench_v1,2026-06-19,"Rack erected for the crude header stretch, U2 to tank farm",PIP-ERC-1304,terminology_drift,,piping,test,,,PIP-ERC-1305,paraphrase
drift_bench_v1,2026-06-25,Tier 1 of Module 3 rack carrying the flare header piping,PIP-ERC-1305,terminology_drift,,piping,test,,,PIP-ERC-1304|PIP-ERC-1330,sibling_hard
drift_bench_v1,2026-10-06,Spools for the 24 inch crude line fabricated in shop,PIP-FAB-1310,terminology_drift,,piping,test,,,PIP-ERC-1311,terminology
drift_bench_v1,2026-10-17,24 inch crude line erected on the U2 rack today,PIP-ERC-1311,terminology_drift,,piping,test,,,PIP-ERC-1312|PIP-FAB-1310,terminology
drift_bench_v1,2026-11-01,Crude header piping run up to the tank farm approach,PIP-ERC-1312,terminology_drift,,piping,test,,,PIP-ERC-1311,sibling_hard
drift_bench_v1,2026-11-06,Joints 1 to 18 on the crude header rack welded and radiographed,PIP-WLD-1313,terminology_drift,,piping,test,,,STA-WLD-1205,terminology
drift_bench_v1,2026-10-20,Pipe supports made and fixed along the 24 inch crude line,PIP-HLT-1314,terminology_drift,,piping,test,,,PIP-HLT-1325,paraphrase
drift_bench_v1,2026-11-25,Gas line erection finished at the Unit 1 manifold,PIP-ERC-1315,terminology_drift,,piping,test,,,,paraphrase
drift_bench_v1,2026-10-22,Loop piping to the test separator erected,PIP-ERC-1316,terminology_drift,,piping,test,,,,paraphrase
drift_bench_v1,2026-09-15,Glycol feed line to the contactor erected,PIP-ERC-1317,terminology_drift,,piping,test,,,,terminology
drift_bench_v1,2026-08-16,Fuel gas inlet line hooked up to the skid,PIP-ERC-1318,terminology_drift,,piping,test,,,,paraphrase
drift_bench_v1,2026-11-28,RO spools and sample connections installed at Unit 1,PIP-INS-1319,terminology_drift,,piping,test,,,,terminology
drift_bench_v1,2026-10-02,U2 flowline manifolds fabricated at the shop,PIP-FAB-1320,terminology_drift,,piping,test,,,,paraphrase
drift_bench_v1,2026-10-25,Production header at Unit 2 erected,PIP-ERC-1321,terminology_drift,,piping,test,,,PIP-ERC-1322,paraphrase
drift_bench_v1,2026-10-27,Test header line put up in Unit 2,PIP-ERC-1322,terminology_drift,,piping,test,,,PIP-ERC-1321,sibling_hard
drift_bench_v1,2026-10-31,Welds 19 to 34 on the U2 header done and RT cleared,PIP-WLD-1323,terminology_drift,,piping,test,,,,terminology
drift_bench_v1,2026-11-03,Flange joints bolted and torqued on the U2 manifold,PIP-BLT-1324,terminology_drift,,piping,test,,,,terminology
drift_bench_v1,2026-10-27,Supports and guides fixed along the U2 rack stretch,PIP-HLT-1325,terminology_drift,,piping,test,,,PIP-HLT-1314,paraphrase
drift_bench_v1,2026-08-26,Flare header line laid to the KO drum,PIP-ERC-1330,terminology_drift,,piping,test,,,PIP-ERC-1331|PIP-HYT-1512,terminology
drift_bench_v1,2026-05-05,Riser up the flare stack erected,PIP-ERC-1331,terminology_drift,,piping,test,,,PIP-ERC-1330,sibling_hard
drift_bench_v1,2026-09-02,"Alloy welding on the flare header done, PMI for joints 20 to 31",PIP-WLD-1332,terminology_drift,,piping,test,,,,terminology
drift_bench_v1,2026-08-29,Blowdown piping to the wellhead SDVs erected,PIP-ERC-1333,terminology_drift,,piping,test,,,,paraphrase
drift_bench_v1,2026-08-30,Closed drain header installed,PIP-ERC-1334,terminology_drift,,piping,test,,,,terminology
drift_bench_v1,2026-09-11,Manifold piping at the tank farm completed for TK-2101 in and out,PIP-ERC-1340,terminology_drift,,piping,test,,,PIP-ERC-1342,paraphrase
drift_bench_v1,2026-08-29,Pump suction and delivery piping completed,PIP-ERC-1341,terminology_drift,,piping,test,,,,terminology
drift_bench_v1,2026-09-15,Tie-in piping for the TK-2102 manifold erected,PIP-ERC-1342,terminology_drift,,piping,test,,,PIP-ERC-1340,sibling_hard
drift_bench_v1,2026-06-13,Tank water draw-off lines installed,PIP-ERC-1343,terminology_drift,,piping,test,,,,terminology
drift_bench_v1,2026-09-18,Manifold welds 40 to 52 completed with UT,PIP-WLD-1344,terminology_drift,,piping,test,,,,terminology
drift_bench_v1,2026-07-23,Instrument air line run from the rack to Unit 2,PIP-ERC-1350,terminology_drift,,piping,test,,,PIP-DRY-1515,terminology
drift_bench_v1,2026-07-25,Nitrogen piping from the package to the header done,PIP-ERC-1351,terminology_drift,,piping,test,,,,terminology
drift_bench_v1,2026-04-21,Underground firewater tie-ins and hydrant branches completed,PIP-ERC-1352,terminology_drift,,piping,test,,,,paraphrase
drift_bench_v1,2026-05-29,Drinking water line laid to the control building,PIP-ERC-1353,terminology_drift,,piping,test,,,,terminology
drift_bench_v1,2026-07-05,Chemical injection lines run from skids to dosing points,PIP-ERC-1354,terminology_drift,,piping,test,,,,paraphrase
drift_bench_v1,2026-04-07,Trench dug for the firewater main between Unit 1 and the manifold,PIP-UGS-1170,terminology_drift,,piping,test,,,PIP-UGS-1171,terminology
drift_bench_v1,2026-04-09,GRP pipe laid and jointed for the firewater loop,PIP-UGS-1171,terminology_drift,,piping,test,,,PIP-UGS-1170,terminology
drift_bench_v1,2026-04-14,Firewater main tested between manifold and U1,PIP-UGS-1172,terminology_drift,,piping,test,,,PIP-UGS-1173,sibling_hard
drift_bench_v1,2026-04-16,Section from Unit 1 to Unit 2 pressurised and held,PIP-UGS-1173,terminology_drift,,piping,test,,,PIP-UGS-1172,sibling_hard
drift_bench_v1,2026-04-17,Trench refilled and compacted after the firewater test,PIP-UGS-1174,terminology_drift,,piping,test,,,,terminology
drift_bench_v1,2026-04-15,Hydrant and monitor foundations cast on the ring main,PIP-UGS-1175,terminology_drift,,piping,test,,,,paraphrase
drift_bench_v1,2026-07-02,600 mm ladder-type tray fixed on rack tier 3,EL-TRK-1360,terminology_drift,,electrical,test,,,EL-TRK-1361,terminology
drift_bench_v1,2026-07-04,Tray work on tier 3 above Unit 2 completed,EL-TRK-1361,terminology_drift,,electrical,test,,,EL-TRK-1360|INS-TRK-1363,terminology
drift_bench_v1,2026-10-30,Conduits and flexibles taken to the U1/U2 equipment,EL-TRK-1362,terminology_drift,,electrical,test,,,,paraphrase
drift_bench_v1,2026-07-07,300 mm instrument tray laid on tier 2,INS-TRK-1363,terminology_drift,,instrumentation,test,,,EL-TRK-1360,terminology
drift_bench_v1,2026-06-07,Trays and risers installed at the substation building,EL-TRK-1370,terminology_drift,,electrical,test,,,,paraphrase
drift_bench_v1,2026-07-31,Transformer T-1 positioned and HT/LT terminations done,EL-TRF-1371,terminology_drift,,electrical,test,,,EL-TRF-1372,terminology
drift_bench_v1,2026-08-04,T-2 transformer set and terminated,EL-TRF-1372,terminology_drift,,electrical,test,,,EL-TRF-1371,sibling_hard
drift_bench_v1,2026-07-12,MCC and switchboard panels installed in the substation room,EL-SWB-1373,terminology_drift,,electrical,test,,,,paraphrase
drift_bench_v1,2026-08-04,11 kV cable pulled from the substation to T-1,EL-CBL-1374,terminology_drift,,electrical,test,,,EL-CBL-1375,terminology
drift_bench_v1,2026-08-08,MV feeder cable drawn to transformer T-2,EL-CBL-1375,terminology_drift,,electrical,test,,,EL-CBL-1374,sibling_hard
drift_bench_v1,2026-07-26,Power cables laid for the crude pump motors,EL-CBL-1376,terminology_drift,,electrical,test,,,EL-CBL-1377,terminology
drift_bench_v1,2026-07-09,Feeder cables pulled to the wellhead panel,EL-CBL-1377,terminology_drift,,electrical,test,,,EL-CBL-1376,sibling_hard
drift_bench_v1,2026-05-20,Earthing grid and pits completed across the site,EL-GRD-1378,terminology_drift,,electrical,test,,,EL-GRD-1379,terminology
drift_bench_v1,2026-05-06,Lightning masts erected with down conductors at the flare,EL-GRD-1379,terminology_drift,,electrical,test,,,EL-GRD-1378,paraphrase
drift_bench_v1,2026-05-26,Light poles and floodlights installed at the wellheads,EL-LTG-1380,terminology_drift,,electrical,test,,,EL-LTG-1381,terminology
drift_bench_v1,2026-07-21,Emergency lights and exit boards fitted in the control building,EL-LTG-1381,terminology_drift,,electrical,test,,,EL-LTG-1380,paraphrase
drift_bench_v1,2026-08-02,LV panels glanded and terminated at the substation,EL-CBL-1382,terminology_drift,,electrical,test,,,EL-CBL-1383,paraphrase
drift_bench_v1,2026-08-04,Glanding of MCC feeder cables completed,EL-CBL-1383,terminology_drift,,electrical,test,,,EL-CBL-1384|EL-CBL-1382,terminology
drift_bench_v1,2026-08-06,Cores terminated and laced at both MCCs,EL-CBL-1384,terminology_drift,,electrical,test,,,EL-CBL-1383,terminology
drift_bench_v1,2026-12-01,Air tubing take-offs and manifolds fitted for the instruments,INS-IMP-1390,terminology_drift,,instrumentation,test,,,,paraphrase
drift_bench_v1,2026-12-01,PTs mounted at Unit 1 grade and on the rack,INS-FIT-1391,terminology_drift,,instrumentation,test,,,INS-FIT-1392,terminology
drift_bench_v1,2026-06-18,Level transmitters fixed on the vessels,INS-FIT-1392,terminology_drift,,instrumentation,test,,,INS-FIT-1391,sibling_hard
drift_bench_v1,2026-10-31,Temp elements installed at their points,INS-FIT-1393,terminology_drift,,instrumentation,test,,,,terminology
drift_bench_v1,2026-11-03,Flowmeters fitted at the Unit 2 lines,INS-FIT-1394,terminology_drift,,instrumentation,test,,,,terminology
drift_bench_v1,2026-08-25,Field JB's mounted and ready,INS-JBX-1395,terminology_drift,,instrumentation,test,,,INS-CBL-1396,terminology
drift_bench_v1,2026-08-29,Instrument cables pulled from tier 2 to the JB's,INS-CBL-1396,terminology_drift,,instrumentation,test,,,INS-CBL-1397|INS-JBX-1395,terminology
drift_bench_v1,2026-09-06,Home runs drawn from the JB's to the control room FTA,INS-CBL-1397,terminology_drift,,instrumentation,test,,,INS-CBL-1396,terminology
drift_bench_v1,2026-09-11,Field cable terminations completed at the junction boxes,INS-TER-1398,terminology_drift,,instrumentation,test,,,,paraphrase
drift_bench_v1,2026-11-19,Solenoids fitted on ESD valves and hooked to the blowdown lines,INS-IMP-1399,terminology_drift,,instrumentation,test,,,,paraphrase
drift_bench_v1,2026-12-01,F&G detectors mounted at the wellhead and manifold,INS-FIT-1400,terminology_drift,,instrumentation,test,,,,terminology
drift_bench_v1,2026-12-08,Transmitters and switches calibrated on the bench,INS-CAL-1405,terminology_drift,,instrumentation,test,,,,paraphrase
drift_bench_v1,2026-12-16,Loops checked out for Unit 1,INS-CHK-1406,terminology_drift,,instrumentation,test,,,INS-CHK-1407|INS-CHK-1408,terminology
drift_bench_v1,2026-11-08,U2 loop continuity checks done,INS-CHK-1407,terminology_drift,,instrumentation,test,,,INS-CHK-1406|INS-CHK-1408,sibling_hard
drift_bench_v1,2026-11-14,Tank farm and utility loops verified,INS-CHK-1408,terminology_drift,,instrumentation,test,,,INS-CHK-1406|INS-CHK-1407,sibling_hard
drift_bench_v1,2026-12-22,C&E test of the shutdown matrix done,INS-CHK-1409,terminology_drift,,instrumentation,test,,,INS-CHK-1542,terminology
drift_bench_v1,2026-11-02,Hydrotest of the first package cleared for the U1 lines,PIP-HYT-1510,terminology_drift,,piping,test,,,PIP-HYT-1511,terminology
drift_bench_v1,2026-11-11,Second test pack pressurised and held on the U2 header,PIP-HYT-1511,terminology_drift,,piping,test,,,PIP-HYT-1510|PIP-HYT-1513,terminology
drift_bench_v1,2026-11-03,Nitrogen leak test done on the flare header,PIP-HYT-1512,terminology_drift,,piping,test,,,PIP-ERC-1330,terminology
drift_bench_v1,2026-09-23,Tank farm manifold and pump suction lines hydro tested,PIP-HYT-1513,terminology_drift,,piping,test,,,PIP-HYT-1511,terminology
drift_bench_v1,2026-11-13,"Test packs flushed, dried and reinstated",PIP-FLS-1514,terminology_drift,,piping,test,,,,paraphrase
drift_bench_v1,2026-11-11,Air blowing of the instrument air header completed,PIP-DRY-1515,terminology_drift,,piping,test,,,PIP-ERC-1350,paraphrase
drift_bench_v1,2026-11-05,"Both separators held pressure, tightness ok",STA-PRS-1520,terminology_drift,,static_equipment,test,,,PIP-HYT-1513,terminology
drift_bench_v1,2026-10-01,TK-2101 filled with water for settlement observation,STA-DRY-1521,terminology_drift,,static_equipment,test,,,STA-DRY-1522,terminology
