source_file,source_locator,source_record_id,source_date,raw_mention,target_schedule,activity_id,match_type,hard_negative_kind,lexical_overlap_score,overlap_token_count,data_origin,is_real,source_artifact_id,annotation_origin,verification_status
raw/constructcie/constructcie.json,line:352,106174.015,,The family decided to remove the employee from life support.,wsdot_c8078_2011-02-14,,no_match,cross_source_constructcie_lexical_confuser,0.535455,2,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,programmatic_cross_source_rule,rule_based_unverified
raw/constructcie/constructcie.json,line:150,130895.015,,Employee #1 removed the top rail of a guardrail that had been installed in the doorway leading to a landing for an unfinished stairway on the fourth level of the building.,wsdot_c8078_2011-02-14,,no_match,cross_source_constructcie_lexical_confuser,0.535258,3,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,programmatic_cross_source_rule,rule_based_unverified
raw/constructcie/constructcie.json,line:226,122833.015,,Employee #1 was aware the guard was removed and questioned his supervisor but continued his duties.,wsdot_c8078_2011-02-14,,no_match,cross_source_constructcie_lexical_confuser,0.535082,2,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,programmatic_cross_source_rule,rule_based_unverified
raw/constructcie/constructcie.json,line:186,127636.015,,"Employee #1 and a coworker, employed by a construction company, were removing steel roof panels from the flat roof of a three-story manufacturing building in preparation for installing a new roof.",wsdot_c8078_2011-02-14,,no_match,cross_source_constructcie_lexical_confuser,0.533516,3,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,programmatic_cross_source_rule,rule_based_unverified
raw/constructcie/constructcie.json,line:124,131877.015,,The coworker was operating an excavator and digging a trench where a sewer pipe was being removed.,wsdot_c8078_2011-02-14,,no_match,cross_source_constructcie_lexical_confuser,0.532683,2,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,programmatic_cross_source_rule,rule_based_unverified
raw/constructcie/constructcie.json,line:341,106537.015,,"He was installing metal roofing panels when he moved to a wet, shaded area.",wsdot_c8078_2011-02-14,,no_match,cross_source_constructcie_lexical_confuser,0.525714,2,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,programmatic_cross_source_rule,rule_based_unverified
raw/constructcie/constructcie.json,line:171,128954.015,,"The two forms had been connected by pins, and all the pins but one had been removed.",wsdot_c8078_2011-02-14,,no_match,cross_source_constructcie_lexical_confuser,0.520992,2,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,programmatic_cross_source_rule,rule_based_unverified
raw/constructcie/constructcie.json,line:236,121278.015,,"The employee was using a DeWalt DWE 4 1/2"" angle grinder with no guard installed and no current ring test.",wsdot_c8078_2011-02-14,,no_match,cross_source_constructcie_lexical_confuser,0.515862,2,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,programmatic_cross_source_rule,rule_based_unverified
raw/constructcie/constructcie.json,line:484,97648.015,,He removed the cap before verifying that the pipe had been depressurized and the compressor disabled.,wsdot_c8078_2011-02-14,,no_match,cross_source_constructcie_lexical_confuser,0.514194,2,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,programmatic_cross_source_rule,rule_based_unverified
raw/constructcie/constructcie.json,line:199,126615.015,,An employee was removing a window at a residence.,wsdot_c8078_2011-02-14,,no_match,cross_source_constructcie_lexical_confuser,0.508889,1,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,programmatic_cross_source_rule,rule_based_unverified
raw/constructcie/constructcie.json,line:342,106395.015,,A mobile crane lifted the trusses into place.,wsdot_c8078_2011-02-14,,no_match,cross_source_constructcie_lexical_confuser,0.508060,1,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,programmatic_cross_source_rule,rule_based_unverified
raw/constructcie/constructcie.json,line:81,134177.015,,They were installing the arms of a monopole.,wsdot_c8078_2011-02-14,,no_match,cross_source_constructcie_lexical_confuser,0.508060,1,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,programmatic_cross_source_rule,rule_based_unverified
raw/constructcie/constructcie.json,line:167,130435.015,,He installed and repaired equipment.,wsdot_c8078_2011-02-14,,no_match,cross_source_constructcie_lexical_confuser,0.504615,1,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,programmatic_cross_source_rule,rule_based_unverified
raw/constructcie/constructcie.json,line:511,75911.015,,Employee #1 removed the saw's belt guards and he started up the saw and heard a problematic noise.,wsdot_c8078_2011-02-14,,no_match,cross_source_constructcie_lexical_confuser,0.504463,2,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,programmatic_cross_source_rule,rule_based_unverified
raw/constructcie/constructcie.json,line:485,95671.015,,"Several coworkers ran to his aid, brought him down, and removed him from the bucket.",wsdot_c8078_2011-02-14,,no_match,cross_source_constructcie_lexical_confuser,0.504463,2,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,programmatic_cross_source_rule,rule_based_unverified
raw/constructcie/constructcie.json,line:136,131306.015,,"They were on the scaffold's fifth level, where guardrails had been removed as part of the dismantling process.",wsdot_c8078_2011-02-14,,no_match,cross_source_constructcie_lexical_confuser,0.500870,2,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,programmatic_cross_source_rule,rule_based_unverified
raw/constructcie/constructcie.json,line:25,156179.015,,An employee working as a roofer for a steel erection contractor was preparing to install a roof panel.,wsdot_c8078_2011-02-14,,no_match,cross_source_constructcie_lexical_confuser,0.498993,2,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,programmatic_cross_source_rule,rule_based_unverified
raw/constructcie/constructcie.json,line:32,154440.015,,An employee working as an installer for an insulation contractor was installing insulation while standing on a mobile scaffold.,wsdot_c8078_2011-02-14,,no_match,cross_source_constructcie_lexical_confuser,0.496098,2,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,programmatic_cross_source_rule,rule_based_unverified
raw/constructcie/constructcie.json,line:16,158394.015,,"While the employee was installing the second of the four additional rod sections, Coworker #1, the foreman, started the drill before the crew had removed their pipe wrenches from the drill rod and cleared the area.",wsdot_c8078_2011-02-14,,no_match,cross_source_constructcie_lexical_confuser,0.493891,3,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,programmatic_cross_source_rule,rule_based_unverified
raw/constructcie/constructcie.json,line:91,137283.015,,"The employee was unable to totally remove his hand in time, and the rotating auger's blade amputated his thumb.",wsdot_c8078_2011-02-14,,no_match,cross_source_constructcie_lexical_confuser,0.493731,2,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,programmatic_cross_source_rule,rule_based_unverified
raw/constructcie/constructcie.json,line:146,130995.015,,Employee #1 and the coworker were preparing the roof for the removal and replacement of an old skylight.,wsdot_c8078_2011-02-14,,no_match,cross_source_constructcie_lexical_confuser,0.491969,2,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,programmatic_cross_source_rule,rule_based_unverified
raw/constructcie/constructcie.json,line:83,133255.015,,The steel deck had been removed to perform patching of both the standing seam panels and the insulation.,wsdot_c8078_2011-02-14,,no_match,cross_source_constructcie_lexical_confuser,0.485902,2,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,programmatic_cross_source_rule,rule_based_unverified
raw/constructcie/constructcie.json,line:101,133746.015,,"The scaffold was missing a plank, which for unknown reasons had been removed and placed upright on that level of the scaffold.",wsdot_c8078_2011-02-14,,no_match,cross_source_constructcie_lexical_confuser,0.481611,2,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,programmatic_cross_source_rule,rule_based_unverified
raw/constructcie/constructcie.json,line:348,106791.015,,The bag contained various tools in order to install the window with its component frame.,wsdot_c8078_2011-02-14,,no_match,cross_source_constructcie_lexical_confuser,0.481379,2,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,programmatic_cross_source_rule,rule_based_unverified
raw/constructcie/constructcie.json,line:275,117233.015,,They were preparing materials for erection.,wsdot_c8078_2011-02-14,,no_match,cross_source_constructcie_lexical_confuser,0.480656,1,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,programmatic_cross_source_rule,rule_based_unverified
raw/constructcie/constructcie.json,line:431,102434.015,,He moved too close to a live power line and sustained an electrical shock.,wsdot_c8078_2011-02-14,,no_match,cross_source_constructcie_lexical_confuser,0.480360,1,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,programmatic_cross_source_rule,rule_based_unverified
raw/constructcie/constructcie.json,line:501,89137.015,,A structure which allowed the staircase to support a 5 foot tall concrete retaining wall had been removed.,wsdot_c8078_2011-02-14,,no_match,cross_source_constructcie_lexical_confuser,0.477762,2,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,programmatic_cross_source_rule,rule_based_unverified
raw/constructcie/constructcie.json,line:287,108784.015,,The employee received a pelvis fracture and bladder rupture and was hospitalized.,wsdot_c8078_2011-02-14,,no_match,cross_source_constructcie_lexical_confuser,0.475932,1,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,programmatic_cross_source_rule,rule_based_unverified
raw/constructcie/constructcie.json,line:357,105917.015,,"Employee #1 and a coworker, employed by an electrical services company, were preparing to install electrical wiring.",wsdot_c8078_2011-02-14,,no_match,cross_source_constructcie_lexical_confuser,0.472258,2,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,programmatic_cross_source_rule,rule_based_unverified
raw/constructcie/constructcie.json,line:289,109421.015,,He was working from a ladder made onsite and performing carpentry work in preparation for installing concrete forms.,wsdot_c8078_2011-02-14,,no_match,cross_source_constructcie_lexical_confuser,0.470216,2,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,programmatic_cross_source_rule,rule_based_unverified
raw/constructcie/constructcie.json,line:244,124254.015,,"Employee #1 was using a hand held, battery powered hand drill to remove panels on the live 480-volt electrical cabinet when an arc flash occurred.",wsdot_c8078_2011-02-14,,no_match,cross_source_constructcie_lexical_confuser,0.469508,2,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,programmatic_cross_source_rule,rule_based_unverified
raw/constructcie/constructcie.json,line:85,133484.015,,He removed wiring conduit that ran from the disconnect to the high and low voltage panels that had been de-energized.,wsdot_c8078_2011-02-14,,no_match,cross_source_constructcie_lexical_confuser,0.468571,2,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,programmatic_cross_source_rule,rule_based_unverified
raw/constructcie/constructcie.json,line:518,68359.015,,Employee #1 was installing ductwork.,wsdot_c8078_2011-02-14,,no_match,cross_source_constructcie_lexical_confuser,0.466154,1,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,programmatic_cross_source_rule,rule_based_unverified
raw/constructcie/constructcie.json,line:128,132213.015,,"Employee #1, employed by a residential remodeler, was removing wood strips from the exterior of a mobile home.",wsdot_c8078_2011-02-14,,no_match,cross_source_constructcie_lexical_confuser,0.465564,2,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,programmatic_cross_source_rule,rule_based_unverified
raw/constructcie/constructcie.json,line:301,111539.015,,"The employee was transported to the hospital, where he received treatment for the finger amputation.",wsdot_c8078_2011-02-14,,no_match,cross_source_constructcie_lexical_confuser,0.465324,1,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,programmatic_cross_source_rule,rule_based_unverified
raw/constructcie/constructcie.json,line:448,100053.015,,He was connecting a new water pipe that had been installed.,wsdot_c8078_2011-02-14,,no_match,cross_source_constructcie_lexical_confuser,0.464828,1,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,programmatic_cross_source_rule,rule_based_unverified
raw/constructcie/constructcie.json,line:457,99517.015,,They were dismantling a mobile crane for transport off-site.,wsdot_c8078_2011-02-14,,no_match,cross_source_constructcie_lexical_confuser,0.460909,1,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,programmatic_cross_source_rule,rule_based_unverified
raw/constructcie/constructcie.json,line:106,132638.015,,Employee #1 and a coworker were working at height and preparing to install a framed wall for a three-story multifamily residential structure.,wsdot_c8078_2011-02-14,,no_match,cross_source_constructcie_lexical_confuser,0.459512,2,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,programmatic_cross_source_rule,rule_based_unverified
raw/constructcie/constructcie.json,line:173,128765.015,,"At one place, the account says that he was hospitalized, so he might have died after being removed from the collapse.",wsdot_c8078_2011-02-14,,no_match,cross_source_constructcie_lexical_confuser,0.457949,2,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,programmatic_cross_source_rule,rule_based_unverified
raw/constructcie/constructcie.json,line:310,109602.015,,Employees #1 and #2 were laying pea gravel and grading the 5.4 feet deep excavation in preparation for the installation of an electrical vault.,wsdot_c8078_2011-02-14,,no_match,cross_source_constructcie_lexical_confuser,0.456867,2,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,programmatic_cross_source_rule,rule_based_unverified
raw/safety_risk_library/v1/Safety Risk Library dataset.csv,row:428,428,,Install construction — Remove any loose items,wsdot_c8078_2011-02-14,,no_match,cross_source_safety_risk_lexical_confuser,0.753443,3,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,programmatic_cross_source_rule,rule_based_unverified
raw/safety_risk_library/v1/Safety Risk Library dataset.csv,row:207,207,,Install construction — Provide risk information to prop installers and removers,wsdot_c8078_2011-02-14,,no_match,cross_source_safety_risk_lexical_confuser,0.712941,3,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,programmatic_cross_source_rule,rule_based_unverified
raw/safety_risk_library/v1/Safety Risk Library dataset.csv,row:181,181,,Install construction — Use secant piles,wsdot_c8078_2011-02-14,,no_match,cross_source_safety_risk_lexical_confuser,0.676364,2,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,programmatic_cross_source_rule,rule_based_unverified
raw/safety_risk_library/v1/Safety Risk Library dataset.csv,row:211,211,,Install construction — Avoid working in the area until the props are removed,wsdot_c8078_2011-02-14,,no_match,cross_source_safety_risk_lexical_confuser,0.620870,3,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,programmatic_cross_source_rule,rule_based_unverified
raw/safety_risk_library/v1/Safety Risk Library dataset.csv,row:208,208,,Install construction — Make sure there is a lifting plan in place to remove the props safely,wsdot_c8078_2011-02-14,,no_match,cross_source_safety_risk_lexical_confuser,0.610000,3,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,programmatic_cross_source_rule,rule_based_unverified
raw/safety_risk_library/v1/Safety Risk Library dataset.csv,row:180,180,,Install construction — Use interlocking sheet piles,wsdot_c8078_2011-02-14,,no_match,cross_source_safety_risk_lexical_confuser,0.598209,2,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,programmatic_cross_source_rule,rule_based_unverified
raw/safety_risk_library/v1/Safety Risk Library dataset.csv,row:43,43,,Install construction — Inform Site team of any activities when covers or guardrails need to be removed.,wsdot_c8078_2011-02-14,,no_match,cross_source_safety_risk_lexical_confuser,0.597288,3,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,programmatic_cross_source_rule,rule_based_unverified
raw/safety_risk_library/v1/Safety Risk Library dataset.csv,row:204,204,,Install construction — Make sure there are permits to load to install and remove props agreed with temporary works,wsdot_c8078_2011-02-14,,no_match,cross_source_safety_risk_lexical_confuser,0.595294,3,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,programmatic_cross_source_rule,rule_based_unverified
raw/safety_risk_library/v1/Safety Risk Library dataset.csv,row:305,305,,Install construction — Move the columns away from the edges,wsdot_c8078_2011-02-14,,no_match,cross_source_safety_risk_lexical_confuser,0.591351,2,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,programmatic_cross_source_rule,rule_based_unverified
raw/safety_risk_library/v1/Safety Risk Library dataset.csv,row:319,319,,Install construction — Create a detail plan to place and remove formwork according to manufacturer's recommendations,wsdot_c8078_2011-02-14,,no_match,cross_source_safety_risk_lexical_confuser,0.575827,3,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,programmatic_cross_source_rule,rule_based_unverified
raw/safety_risk_library/v1/Safety Risk Library dataset.csv,row:169,169,,Install construction — TW designer to specify when permanent strength of structure is achieved and temporary supports can be removed,wsdot_c8078_2011-02-14,,no_match,cross_source_safety_risk_lexical_confuser,0.572500,3,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,programmatic_cross_source_rule,rule_based_unverified
raw/safety_risk_library/v1/Safety Risk Library dataset.csv,row:182,182,,Install construction — Use trenchboxes,wsdot_c8078_2011-02-14,,no_match,cross_source_safety_risk_lexical_confuser,0.564444,1,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,programmatic_cross_source_rule,rule_based_unverified
raw/safety_risk_library/v1/Safety Risk Library dataset.csv,row:245,245,,Install construction — Use trenchboxes,wsdot_c8078_2011-02-14,,no_match,cross_source_safety_risk_lexical_confuser,0.564444,1,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,programmatic_cross_source_rule,rule_based_unverified
raw/safety_risk_library/v1/Safety Risk Library dataset.csv,row:264,264,,Install construction — Use trenchboxes,wsdot_c8078_2011-02-14,,no_match,cross_source_safety_risk_lexical_confuser,0.564444,1,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,programmatic_cross_source_rule,rule_based_unverified
raw/safety_risk_library/v1/Safety Risk Library dataset.csv,row:202,202,,Install construction — Test integrity of props for supporting load,wsdot_c8078_2011-02-14,,no_match,cross_source_safety_risk_lexical_confuser,0.559149,2,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,programmatic_cross_source_rule,rule_based_unverified
raw/safety_risk_library/v1/Safety Risk Library dataset.csv,row:296,296,,Install construction — Install temporary lift shaft doors. Ensure they can't be accidentally opened or easily removed,wsdot_c8078_2011-02-14,,no_match,cross_source_safety_risk_lexical_confuser,0.555489,3,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,programmatic_cross_source_rule,rule_based_unverified
raw/safety_risk_library/v1/Safety Risk Library dataset.csv,row:8,8,,Install construction — Reduce hole sizes.,wsdot_c8078_2011-02-14,,no_match,cross_source_safety_risk_lexical_confuser,0.554783,1,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,programmatic_cross_source_rule,rule_based_unverified
raw/safety_risk_library/v1/Safety Risk Library dataset.csv,row:321,321,,Install construction — Follow permit to strike before removing props,wsdot_c8078_2011-02-14,,no_match,cross_source_safety_risk_lexical_confuser,0.549524,2,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,programmatic_cross_source_rule,rule_based_unverified
raw/safety_risk_library/v1/Safety Risk Library dataset.csv,row:244,244,,Install construction — Consider using interlocking sheet piles if applicable,wsdot_c8078_2011-02-14,,no_match,cross_source_safety_risk_lexical_confuser,0.544348,2,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,programmatic_cross_source_rule,rule_based_unverified
raw/safety_risk_library/v1/Safety Risk Library dataset.csv,row:262,262,,Install construction — Consider using interlocking sheet piles if applicable,wsdot_c8078_2011-02-14,,no_match,cross_source_safety_risk_lexical_confuser,0.544348,2,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,programmatic_cross_source_rule,rule_based_unverified
raw/safety_risk_library/v1/Safety Risk Library dataset.csv,row:285,285,,Install construction — Use protective curtains around the welding area to contain sparks,wsdot_c8078_2011-02-14,,no_match,cross_source_safety_risk_lexical_confuser,0.540885,2,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,programmatic_cross_source_rule,rule_based_unverified
raw/safety_risk_library/v1/Safety Risk Library dataset.csv,row:423,423,,Install construction — Consider using a restrictor on the crane movement,wsdot_c8078_2011-02-14,,no_match,cross_source_safety_risk_lexical_confuser,0.540000,2,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,programmatic_cross_source_rule,rule_based_unverified
raw/safety_risk_library/v1/Safety Risk Library dataset.csv,row:210,210,,Install construction — Validating the installation as designed by testing fixings,wsdot_c8078_2011-02-14,,no_match,cross_source_safety_risk_lexical_confuser,0.533578,2,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,programmatic_cross_source_rule,rule_based_unverified
raw/safety_risk_library/v1/Safety Risk Library dataset.csv,row:286,286,,Install construction — Make sure there are fire alarms in place and tested before welding,wsdot_c8078_2011-02-14,,no_match,cross_source_safety_risk_lexical_confuser,0.530598,2,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,programmatic_cross_source_rule,rule_based_unverified
raw/safety_risk_library/v1/Safety Risk Library dataset.csv,row:320,320,,Install construction — Ensure compressive strength is tested to verify concrete has achieved design strength,wsdot_c8078_2011-02-14,,no_match,cross_source_safety_risk_lexical_confuser,0.512109,2,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,programmatic_cross_source_rule,rule_based_unverified
raw/safety_risk_library/v1/Safety Risk Library dataset.csv,row:310,310,,Install construction — Design anchoring points,wsdot_c8078_2011-02-14,,no_match,cross_source_safety_risk_lexical_confuser,0.507097,1,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,programmatic_cross_source_rule,rule_based_unverified
