record_id,accident_type,narrative,data_origin,is_real,source_artifact_id,source_row,annotation_origin,verification_status
159425.015,fall,"An employee, a 25-year-old Spanish speaking male construction laborer, was preparing and staging areas of the facility roof in preparation for demolition and replacement of metal roofing areas. This included walking along the roof area to deliver and move products and tools. While traversing along a structurally weakened area of the roof, the employee stepped onto and fell through the roof to the ground below. The particular area contained rusted and eroded metal sheet roofing between metal trusses. The height of the fall was approximately 17 feet. The employee sustained internal brain injuries, including swelling and bleeding. The employee was not able to survive the head trauma and ultimately died.",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,11,source_published_annotation,source_published_annotation_unreviewed
159868.015,fall,An employee working as a roofer for a roofing contractor was carrying tools and equipment up onto the roof of a residence. The employee was not wearing any fall protection equipment when he slipped off the roof. The employee landed head-first onto the ground and died from head trauma.,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,12,source_published_annotation,source_published_annotation_unreviewed
159624.015,fall,"An employee workings as an electrical installer for an electrical contractor was working on a roof installing solar panels. According to statements made by a coworker who was on the roof at the time of the incident, the employee was attaching the panels to their roof brackets using a drill/driver. The coworker stated that the employee was wearing a safety harness, but it was not attached to any of the fall protection lines in place on the roof. At point, the employee had disconnected without the coworker's knowledge. The employee yelled as he fell to the ground. The employee dies from multiple broken bones, spinal fractures, a collapsed lung and a ruptured aorta from impact with the pavement.",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,13,source_published_annotation,source_published_annotation_unreviewed
163016.015,fall,An employee working as a roofer for a roofing contractor was installing new shingles and flashing on a window awning on a 3rd story multi-family residential building. The roofer unhooked from his lanyard that was attached to an aerial lift and stepped out of the lift onto the awning. The awning collapsed and the roofer fell approximately 30 feet to the ground The employee died from multiple blunt force trauma injuries.,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,14,source_published_annotation,source_published_annotation_unreviewed
158794.015,fall,"Employee #1 and a coworker were working at a two-story residential home under construction. Employee #1 was working on the roof of the structure, at a height of approximately 20 feet, installing weatherproof paper sheets. The coworker was working on the interior of the structure on the second floor. Employee #1 fell from a height of approximately 20 feet to the ground while not utilizing fall protection and was killed. According to the North Carolina Department of Health and Human Services Office of the Chief Medical Examiner's report, Employee #1 sustained both internal and external injuries to the head, face, and extremities. Probable cause of death was ruled to be blunt force head injuries.",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,15,source_published_annotation,source_published_annotation_unreviewed
158394.015,struck-by,"An employee was working as a construction laborer for a site preparation contractor. The employee was instructed to install additional rod sections to the working end of a Vermeer D24 40 Series II horizontal directional drill. While the employee was installing the second of the four additional rod sections, Coworker #1, the foreman, started the drill before the crew had removed their pipe wrenches from the drill rod and cleared the area. In doing so, this caused the drill rod to rotate. This rotation led to one of the pipe wrenches striking the employee in the head. Coworker #2, who was located at the drill end, was uninjured. The employee sustained blunt force trauma to his head and was killed.",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,16,source_published_annotation,source_published_annotation_unreviewed
158358.015,electrocution,An employee working as a roofer for a roofing contractor was sitting under a tree. The employee was struck by lightning and killed due to electrocution.,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,17,source_published_annotation,source_published_annotation_unreviewed
158303.015,fall,"An employee working for a framing contractor was working on a scaffold installing siding. The employee was not wearing fall protection when he fell between 18 and 20 feet to the ground below. The employee lacerated his forehead and went in and out of consciousness while being transported to the hospital. The employee died from multiple blunt force trauma, including injuries to his head and chest.",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,18,source_published_annotation,source_published_annotation_unreviewed
158712.015,fall,"An employee was utilizing the top portion of a separated extension ladder placed on a tarp to access the roof of a residential home located in Andover, Minnesota, when he fell resulting in a fatal head injury. There were no witnesses to the incident. Weather did not play a role in the incident.",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,19,source_published_annotation,source_published_annotation_unreviewed
159494.015,caught-in/between,"Nine employees and a coworker were framing the second floor of a residential home under construction. Severe thunderstorm warning and tornado warning notifications from the National Weather Service for the area via cellular telephones were received by employees but were ignored. A severe thunderstorm producing hail, rain, and high winds quickly entered the area, so employees took shelter on the first floor of the unfinished home to escape the weather. While sheltered, the structure collapsed on top of the employees. Meteorologists with the National Weather Service (NWS) surveyed damage the following day from Huntsville to Willis, Texas, and publicly stated that they were confident that the damage was caused by a microburst not a tornado and that winds up to 80 miles per hour were recorded. Emergency responders were dispatched to the site and found the employees in the debris. Two employees were killed, and the remaining seven employees were injured and transported to the hospital for treatment.",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,20,source_published_annotation,source_published_annotation_unreviewed
156653.015,caught-in/between,"An employee working for a natural gas distribution company was operating a John Deere 35G excavator. The employee was working alongside a coworker who was operating a John Deere 60G excavator. The employee and coworker were working on a hillside moving pipe to be installed. The employee was operating the excavator on a roughly 16-degree grade with his tracks perpendicular to the pipe being moved. The employee was using his excavator to hold the piping off the ground so it wouldn't scrape. The coworker was pulling the pipe with his excavator when the boom arm of the employee's excavator reached its limit for the angle it could swing. After the employee couldn't swing the arm any further, the coworker still continued to pull the pipe. This caused the employee's excavator to tip and fall over onto the employee. The employee was killed when he was crushed by the excavator.",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,21,source_published_annotation,source_published_annotation_unreviewed
159610.015,fall,"An employee was installing ceramic roofing tiles alongside two coworkers on the roof a new construction three-story apartment building. The employee was wearing fall protection, specifically a harness, lanyard, and a rope secured to an anchor. However, the rope was not set properly to prevent falls more than six feet. The employee fell from the roof, striking the ground 40 feet below. The employee was killed.",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,22,source_published_annotation,source_published_annotation_unreviewed
156320.015,fall,An employee was installing a drip edge on a roof. The employee detached himself rom a wall-anchored lanyard and began to cross from the right side to the left side of the roof. The employee lost his left foot grip and fell from the 6th to the 2nd floor. The employee sustained a head fracture and was killed.,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,23,source_published_annotation,source_published_annotation_unreviewed
156278.015,fall,An employee working as a carpenter for a roofing contractor was putting a pole barn style roof on a block garage. The employee was on the roof walking on the purlin unrolling Tyvek paper. As the employee was walking between the purlin and a truss when the purlin snapped in half. This caused the employee to fall approximately 17 feet to the concrete surface below. No fall protection was being used at the time. The employee died from blunt force trauma and multiple spots of brain bleeding.,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,24,source_published_annotation,source_published_annotation_unreviewed
156179.015,fall,An employee working as a roofer for a steel erection contractor was preparing to install a roof panel. The employee was working from the roof and was not tied off. He died when he fell through an opening in the roof and made impact with the ground 27 feet below.,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,25,source_published_annotation,source_published_annotation_unreviewed
156009.015,fall,An employee working as a carpenter on a residential construction project was walking around the entrance to an elevator shaft to go to lunch. The employee fell to the bottom of the elevator shaft. There was only one rail blocking the elevator shaft as fall protection. It is unknown if the employee fell over or under the rail. The employee fractured his skull from impact with the concrete floor below and was killed. No other objects were found at the bottom of the elevator shaft that the employee could have fallen onto.,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,26,source_published_annotation,source_published_annotation_unreviewed
156209.015,fall,"An employee working as a carpenter for building contractor was affixing a platform for a second level scaffold to the scaffold frame. A witness stated that the employee was using a hammer and nails to attach the wooden scaffolding platform to the scaffold support when he fell through the opening between the scaffolding and the second story of the building. The witness stated the employee was not on the scaffold, but rather leaning out over it from the second level opening that led out to the second level supported wooden scaffold. There was an opening of 38 inches between the side of the building and the scaffold platform that the employee was attaching. He fell 14 feet to the concrete floor below. The Chief Medical Officer who signed the Death Certificate stated that the injuries were consistent with falling from a leaning out posture. All of the employee's ribs were broken, implying that he fell in a prone position, with his chest hitting the concrete. The employee died as a result of his injuries.",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,27,source_published_annotation,source_published_annotation_unreviewed
155202.015,struck-by,An employee working as an electrician for an electrical contractor was preparing to dismantle a radiator from a transformer by removing the connecting flange bolts. The employee was at ground level when the unsecured radiator dropped and fell onto the employee. The employee died from blunt force trauma injuries to his legs.,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,28,source_published_annotation,source_published_annotation_unreviewed
155140.015,struck-by,"An employee and coworkers were manually raising a wood frame into position for residential housing. A gust of wind caused workers on one side of the frame to lose control and the wooden frame fell toward the employee, who was on the other side, in the path of the falling frame. He was struck in the head as he tried to run, and the force of the falling frame caused fatal head and face injuries.",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,29,source_published_annotation,source_published_annotation_unreviewed
157473.015,fall,"An employee, not utilizing fall protection, fell from the third story level of new home construction, while in the process of standing an exterior wall. The employee fell onto crushed rock on the ground. The employee was killed.",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,30,source_published_annotation,source_published_annotation_unreviewed
154414.015,struck-by,"An employee working for a concrete construction company was operating a hydraulic push pier system to raise a residential home foundation. One corner of the foundation had settled, and the company was tasked with raising it back up using the hydraulic system. The employee had dug several trenches alongside the foundation and was attempting to install the first push pier into the ground in one trench. The trench he was working in was 7.5 feet deep. The bottom bracket of the push pier was not installed per the manufacturer's instructions. The bracket should have been flush against the bottom corner of the base of the foundation. Instead, it was placed 6 inches away from the foundation wall. This allowed the top of the push pier bracket to pivot towards the wall. As the employee applied hydraulic pressure to the hydraulic ram the shear bolt broke. This caused part of the push pier to fly off and strike the employee in the head. The employee sustained a fractured skull and brain bleed and died in hospital.",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,31,source_published_annotation,source_published_annotation_unreviewed
154440.015,fall,"An employee working as an installer for an insulation contractor was installing insulation while standing on a mobile scaffold. The scaffold had no guards on the top platform and no locked wheel casters. While reaching above himself, the mobile scaffold wheels rolled and slid from beneath the employee. The employee fell approximately 6-foot-8-inches to the concrete ground below landing on his back. The employee sustained lacerations and punctures to the back of his head and died.",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,32,source_published_annotation,source_published_annotation_unreviewed
154458.015,fall,"An employee working as a Roofer Helper for a building contractor was working on the roof of a commercial building without fall protection. The employee was walking when he kicked out an unsecured roof panel causing him to fall. He sustained head trauma in the 36-foot fall to the concrete surface, killing him.",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,33,source_published_annotation,source_published_annotation_unreviewed
154295.015,fall,An employee working for a painting contractor had positioned an extension ladder up against a roof facia/eve approximately 16 feet above the ground. The employee then climbed the ladder with a paint roller in his hand and was standing on the ladder approximately eleven feet above the ground. The employee was using the paint roller to paint the facia/roof eve on a two-story single-family residence which had been damaged by a hurricane. The employee was using a ladder owned by the homeowner which he found at the rear of the property. The ladder was missing the feet and the employee had set it up with the ladder base six feet from the base of the building in violation of the 4:1 rule. The employee also rested the ladder on a painted concrete surface which reduced the coefficient of friction of the concrete. The ladder slipped out from under the employee causing him to fall to the concrete ground below. The employee died from severe head injuries.,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,34,source_published_annotation,source_published_annotation_unreviewed
154245.015,caught-in/between,"An employee working as a supervisor for an environmental remediation contractor was removing asbestos containing siding material from a garage. The garage was built sometime around the 1940s or 1950s and was attached to a building built in the early 1900s. The employee was standing on a ladder working inside the garage, which had a heavy snow load on the roof. As the employee attempted to remove the siding from behind a 2-inch by 12-inch wooden beam which attached the garage roof to the house, the structural integrity of the roof was compromised. The roof collapsed and crushed the employee. The employee sustained a concussion and multiple broken bones and was killed.",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,35,source_published_annotation,source_published_annotation_unreviewed
153239.015,fall,An employee was asked to get the center measurement for a main center support beam that was to be placed for the two car garage. The general contractor turned away to go get a forklift and when he came back he saw the employee lying face up on the concrete slab foundation in a pool of blood and unresponsive. The 8-foot fiberglass stepladder was toppled over near the employee's feet and the metal spreader/locking arms were slightly folded up and not locked. The employee died due to a fractured skull.,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,36,source_published_annotation,source_published_annotation_unreviewed
152042.015,struck-by,"An employee was performing clean-up duties at the end of the day in the parking lot and work area where he and his crew were performing trenching work at a construction site. The foreman was moving a pile of dirt to a dump truck using a Caterpillar CAT 440 Backhoe when he struck, ran over, and then backed over the employee. The site foreman did not see the employee prior to running into him because he was not looking in the direction he was traveling and was looking toward the dump truck and the other crew members. The employee died due to his injuries.",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,37,source_published_annotation,source_published_annotation_unreviewed
151878.015,fall,"An employee was working as a tradesman for a construction company and was engaged in demolition and removal of an old roof. The employee and three coworkers were clearing the floors of debris from the prior day and waiting for the roof to dry before starting work on the roof. The employees went to work on the roof for a short period of time prior to lunch and then ate lunch together. The employee was the first one to go up to the roof after lunch and then the coworkers joined him on the roof. As the coworkers were getting ready to work, they heard a scream and then the employee disappeared from the roof. The coworkers looked thorough the opening on the roof and saw the employee on the ground below. The coworkers descended the access ladder and saw the employee in a pool of blood and called emergency services and their supervisor. The fall distance was approximately 18 feet. The employer provided and required employees to wear harnesses attached to a safety line. The employee was not wearing a harness at the time of the incident. The employee died from his injuries.",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,38,source_published_annotation,source_published_annotation_unreviewed
150500.015,struck-by,Employee #1 and Employee #2 were in their employer's equipment staging area preparing to begin work for the night. Employee#1 and Employee#2 entered the controlled work zone on the bridge and walked onto the train tracks prior to the tracks and trains being secured. A PATCO High Speedline Train came along and both Employee #1 and Employee #2 were struck by the train. Both employees incurred blunt force trauma and were killed.,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,39,source_published_annotation,source_published_annotation_unreviewed
150357.015,fall,An employee was working on a roofing crew covering fiberglass skylight panels with metal. The crew had to cover 12 skylights before installing a new thermoplastic polyolefin (TPO) roof ing system over an existing metal roof. The employee stepped onto one of the uncovered skylight panels and the panel gave way. The employee fell through the opening approximately 18 feet to the concrete floor below. He incurred head trauma and died four days later.,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,40,source_published_annotation,source_published_annotation_unreviewed
150311.015,fall,An employee and a coworker were installing soffit on a 20-foot metal scaffold platform. The 2-by-6 support lumber for the scaffold platform broke causing the scaffold platform to fall. The employee fell backwards over the side of the building approximately 20 feet to the ground. He died the next day at the hospital. There was no fall protection in use.,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,41,source_published_annotation,source_published_annotation_unreviewed
150216.015,fall,"An employee (Foreman) was working for a company constructing a travel trailer factory. The employee was working on a crew of 5 coworkers installing insulation and metal roofing on the building. The crew went down from the roof to have lunch. After lunch, they returned to the roof to continue the installation. The employee came up on the roof and was observed not wearing his harness. He then went to the north side of the building where he was working prior to lunch. He did not put on any fall protection equipment, then he bent over to stretch out the insulation prior installing the metal panel. He apparently overstepped and placed his foot onto the insulation as he was bending over. He then appeared to step to close or over the edge, lost his balance and fell forward onto the concrete floor 25 feet below. The employee died from blunt force trauma to the head when he hit face first onto the concrete floor.",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,42,source_published_annotation,source_published_annotation_unreviewed
150184.015,fall,An employee was installing a solar panel 22-feet above the ground when he fell from the roof. The employee was not wearing fall protection and died from head trauma and multiple fractures.,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,43,source_published_annotation,source_published_annotation_unreviewed
149852.015,struck-by,"An employee was part of a crew clearing a ditch alongside a road that was causing flooding in a field. Due to the position of the sun rising, the crew decided to wait until the sun was up higher in the sky since the work required traffic control on a rural road. The work crew consisting of the employee and Coworkers #1, #2 and #3 set up road signage to alert traffic to the pending work. While the employee was flagging traffic, Coworker #1 was operating a Gradall, Model XL4100, Serial 4150000118 excavator. The Gradall excavator has two cabs, with the upper cab used for driving the Gradall and working the excavator and the lower cab used to drive the Gradall while on the road. Coworker #1 was driving the Gradall from the lower cab and backing the vehicle down the edge of the road to the area where the ditch needed cleaning. Coworkers #2 and #3 were at the intersection approximately 100 feet away. As Coworker #1 was backing up the Gradall, he was watching out the mirror because the lower cab does not have a camera. Although the upper cab does have a camera, they are not in use while operating the Gradall from the lower cab. Coworker #1 did not see that the employee was behind the Gradall and felt a bump while he was backing up. When Coworker #1 stopped the Gradall and got out to see what the bump was from, he saw the employee under the Gradall. Coworker #1 started yelling and motioned for Coworker #2 and #3 to come over. The coworkers called 911 and the employer's office, and emergency services personnel took over the scene when they arrived. The employee was killed by multiple crushing injuries incurred when he was run over by the excavator.",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,44,source_published_annotation,source_published_annotation_unreviewed
149558.015,struck-by,"An employee was standing inside a closed electric gate trying to get the attention of a coworker who was outside the gate. Coworker #1 needed to be let in, but the gate required a code to open. Coworker #2 (the company owner) exited his white Chevrolet Colorado pickup truck and walked down to the gate to provide the code to the employee and Coworker #1. The truck began to roll down the driveway and struck the employee crushing and killing him. Coworker #2 had not put the truck into PARK prior to exiting the vehicle.",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,45,source_published_annotation,source_published_annotation_unreviewed
149747.015,caught-in/between,"An employee was on a crew performing water and sewer line installation for construction of a small private housing development. The sewer and water line installation project first began. At the time of the incident, the trench was approximately 18 feet deep, 18 feet long and 4 feet wide in Type C soil with two trench shields placed inside as a protective system. While the crew was working inside the trench, the trench collapsed and trapped the employee. The employee was asphyxiated when engulfed by the soil. A witness to the incident from a separate employer near the worksite stated that the upper trench shield was removed approximately 30 minutes before the trench collapse occurred.",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,46,source_published_annotation,source_published_annotation_unreviewed
149440.015,fall,An employee who was not wearing fall protection was working on a roof when he fell. The employee was killed due to head injuries in the 30 foot drop to the ground below.,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,47,source_published_annotation,source_published_annotation_unreviewed
149385.015,fall,An employee was evaluating the materials and tools needed to complete the installation of bird boxes on a roof. The employee stepped on a poorly nailed bird box board and fell 22 feet. The employee incurred blunt force trauma from impacting the ground below and was killed.,real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,48,source_published_annotation,source_published_annotation_unreviewed
148957.015,caught-in/between,"Three employees were erecting and installing blocks on 45-foot long roof trusses for a new amenity building when one of the trusses was released too early by the crane operator before the employees were able to block it out. While trying to hold and upright the roof truss, the truss broke and the employees fell with the truss and another roof truss fell on top of the employees when one of them attempted to hold himself up with the installed truss. One employee landed face down on the concrete slab and the roof truss that had fallen and was killed.",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,49,source_published_annotation,source_published_annotation_unreviewed
149254.015,fall,"An employee was standing on the platform of a Baker's scaffold installing tracks along the wall for metal studs. The wheels on the scaffold were not locked. The employee, while standing on the platform, tried to scoot the scaffold. The employee fell off the scaffold and hit the concrete floor 6 feet below. In the fall, he brought the scaffold down on top of him. The employee incurred head/skull injuries and broken ribs and was killed.",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,50,source_published_annotation,source_published_annotation_unreviewed
149240.015,fall,"An employee (Owner) was working at the peak of a roof approximately 50 feet from the ground installing metal sheet roofing panels. The roof was covered with Tyvek material and was wet with heavy dew causing it to be slippery. A coworker heard a noise and turned to look just as the other employee began sliding down the roof. The employee slid down the roof into a narrow alleyway, struck the adjacent structure and then impacted with the ground. A coworker called EMS and they arrived at arrived and pronounced the employee dead at the scene. The employee was not wearing any fall protection.",real,True,sha256:9dc64febec01c93d775dd15a7f2cddb8c9d0ed710f8764fae1e6c52960606e85,51,source_published_annotation,source_published_annotation_unreviewed
